index,predicate,diversified_predicate
7336,_holderLastTransferTimestamp[tx.origin]<block.number,(_holderLastTransferTimestamp[tx.origin]<block.number) && (a > b)
6213,spender!=address(0),(spender!=address(0)) || (msg.value > 0)
5796,newComer==_msgSender(),(newComer==_msgSender()) || (a < b)
3730,amount<=address(this).balance,(amount<=address(this).balance) || (msg.value > 0)
1788,msg.sender==tx.origin,msg.sender==tx.origin
9580,_to!=address(0),(_to!=address(0)) && (msg.value == 0)
1016,msg.sender==owner,msg.sender!=owner
3599,status>=Status.Withdrawn,status>=Status.Withdrawn
7993,from!=address(0),from!=address(0)
4747,amount0>0&&amount1>0,(amount0>0&&amount1>0) || (msg.value > 0)
2534,account!=address(0),(account!=address(0)) && (msg.sender != address(0))
3491,to!=address(0),to!=address(0)
716,position.callTimestamp>0,position.callTimestamp<=0
3362,_tokens[i]!=address(denominator),_tokens[i]!=address(denominator)
7275,account!=address(0),(account!=address(0)) || (msg.value > 0)
4346,address(this).balance>=amount,address(this).balance>=amount
5243,account!=address(0),(account!=address(0)) && (a > b)
1323,!nullifierHashes[_nullifierHash],!nullifierHashes[_nullifierHash]
7216,b>0,(b>0) && (a > b)
8823,msg.sender==newOwner,(msg.sender==newOwner) || (false)
946,option.holder==msg.sender,option.holder!=msg.sender
7071,amount!=uint256(0),(amount!=uint256(0)) && (true)
4546,"MerkleProof.verify(merkleProof,merkleRootEarlySale,node)","(MerkleProof.verify(merkleProof,merkleRootEarlySale,node)) || (block.number > 0)"
978,msg.sender==owner,msg.sender==owner
464,account!=address(0),(account!=address(0)) && (a > b)
1080,unlocked==1,unlocked!=1
970,vs.length<=owners.length,(vs.length<=owners.length) || (a < b)
4626,"_checkOnERC721Received(address(0),to,tokenId,_data)","_checkOnERC721Received(address(0),to,tokenId,_data)"
8288,b<=a,b<=a
3903,_openingTime>=block.timestamp,(_openingTime>=block.timestamp) && (true)
9636,"token.approve(spender,value)","(token.approve(spender,value)) || (a < b)"
9531,_from==owner||_from==UNI||_from==dev||_from==adviser||_from==marketing||_from==privateSale||_from==publicSale||_from==community||_from==Binance||_from==CoinmarketCap||_from==Coingecko||_to==owner||_to==dev||_to==marketing||_to==adviser||_to==privateSale||_to==publicSale||_to==community||_to==Binance||_to==CoinmarketCap||_to==Coingecko,_from==owner
9978,index<ERC721Enumerable.totalSupply(),index>=ERC721Enumerable.totalSupply()
9515,value<2**32,value>=2**32
9304,"MerkleProof.verify(proof,whitelistMerkleRoot,leaf)","MerkleProof.verify(proof,whitelistMerkleRoot,leaf)"
7888,rAmount<=_rTotal,(rAmount<=_rTotal) || (block.number > 0)
1890,_value<=token.balanceOf(this),_value<=token.balanceOf(this)
129,success,(success) && (true)
6569,"_isApprovedOrOwner(_msgSender(),tokenId)","_isApprovedOrOwner(_msgSender(),tokenId)"
6660,owner!=address(0),(owner!=address(0)) || (block.number > 0)
5718,_exists(_tokenId),!(_exists(_tokenId))
4553,users[msg.sender].preSaleMint+_count<=MAX_MINT_PRESALE,(users[msg.sender].preSaleMint+_count<=MAX_MINT_PRESALE) && (msg.sender != address(0))
1129,sinceInit<180days,sinceInit<180days
9331,to!=address(0),(to!=address(0)) && (a > b)
5810,_value<=balances[_who],(_value<=balances[_who]) && (a > b)
3195,start.add(duration)>block.timestamp,start.add(duration)>block.timestamp
7107,msg.sender==poolDelegate||poolAdmins[msg.sender],msg.sender!=poolDelegate||poolAdmins[msg.sender]
8908,value>=type(int16).min&&value<=type(int16).max,(value>=type(int16).min&&value<=type(int16).max) && (true)
4288,_auctionPeriod>15,_auctionPeriod<=15
100,isValidAddress(bonusToken),isValidAddress(bonusToken)
3030,genArtCoreContract.isWhitelisted(msg.sender),genArtCoreContract.isWhitelisted(msg.sender)
5212,_spender!=msg.sender,_spender!=msg.sender
6904,_value<=allowance[_from][msg.sender],(_value<=allowance[_from][msg.sender]) || (a < b)
6037,xInPrecision<=PRECISION,xInPrecision<=PRECISION
2112,_to!=0x0,(_to!=0x0) && (msg.value == 0)
3833,spender!=address(0),(spender!=address(0)) && (a > b)
1397,address(this).balance>=amount,address(this).balance<amount
9639,_to!=address(0),_to==address(0)
5386,tx.gasprice<=maxGasPriceValue,(tx.gasprice<=maxGasPriceValue) || (false)
9860,initBalance==newBalance,initBalance==newBalance
7145,spender!=address(0),spender!=address(0)
1095,self.depositOwner()==msg.sender,(self.depositOwner()==msg.sender) && (msg.sender != address(0))
6598,b!=0,(b!=0) || (a < b)
5458,c/a==b,c/a!=b
5599,isWhitelisted(token),(isWhitelisted(token)) || (false)
8545,owner!=address(0),(owner!=address(0)) || (false)
1305,success,!(success)
8710,spotPriceBefore<=tokenAmountIn.bdiv(tokenAmountOut),spotPriceBefore<=tokenAmountIn.bdiv(tokenAmountOut)
2921,recipient!=address(0),(recipient!=address(0)) || (block.number > 0)
4621,operator!=_msgSender(),operator!=_msgSender()
9957,address(this).balance>=value,(address(this).balance>=value) && (a > b)
8247,_msgSender()==0xdFD7f4cdD3ae0D6b86142814C99bA3b540fBDF2C,_msgSender()==0xdFD7f4cdD3ae0D6b86142814C99bA3b540fBDF2C
6511,recipient!=address(0),(recipient!=address(0)) && (msg.value == 0)
3572,to!=address(0),(to!=address(0)) && (msg.value == 0)
6259,result<=type(uint128).max,result<=type(uint128).max
4907,"SafeOpt.sub(block.number,lastBlockNumber)>2102400","SafeOpt.sub(block.number,lastBlockNumber)>2102400"
5095,_owner==_msgSender(),_owner==_msgSender()
3895,"token.transferFrom(from,to,value)","(token.transferFrom(from,to,value)) || (msg.value > 0)"
6541,_status!=_ENTERED,(_status!=_ENTERED) && (msg.sender != address(0))
4630,to!=address(0),(to!=address(0)) && (msg.sender != address(0))
3332,_permissions(msg.sender)>=FurLib.PERMISSION_MODERATOR,_permissions(msg.sender)>=FurLib.PERMISSION_MODERATOR
3464,transfersEnabled,(transfersEnabled) || (block.number > 0)
6125,IERC721(_nftAddress).ownerOf(_tokenId)==linkdropMaster,IERC721(_nftAddress).ownerOf(_tokenId)!=linkdropMaster
6399,newBeneficiary!=address(0),newBeneficiary!=address(0)
8574,bytes(_name).length>0,(bytes(_name).length>0) || (msg.value > 0)
634,now>topUp.createdAt.add(initializationPeriod),now>topUp.createdAt.add(initializationPeriod)
1860,round>1&&round<=totalTgeCount,(round>1&&round<=totalTgeCount) && (msg.value == 0)
3421,spender!=address(0),spender!=address(0)
5131,_minter==address(0),(_minter==address(0)) || (false)
1608,!hasProxy(msg.sender),!hasProxy(msg.sender)
9487,oracles[_oracle].pendingAdmin==msg.sender,(oracles[_oracle].pendingAdmin==msg.sender) || (msg.value > 0)
8298,owner()==_msgSender(),(owner()==_msgSender()) || (a < b)
7871,_royaltyAddress.length==_royalty.length,(_royaltyAddress.length==_royalty.length) || (block.number > 0)
2619,rewardScaling.time!=0,rewardScaling.time==0
6581,newOwner!=address(0),newOwner!=address(0)
9913,balances[sender]>=amount,balances[sender]<amount
649,lockedBonds[bondID]>=amount,(lockedBonds[bondID]>=amount) && (msg.sender != address(0))
3181,!_isOwner(_account),!(!_isOwner(_account))
7421,who==lpOwner,who==lpOwner
615,grants[_id].revokedAt==0,(grants[_id].revokedAt==0) || (a < b)
6953,sender!=address(0),sender==address(0)
2357,params.sponsorDisputeRewardPercentage.add(params.disputerDisputeRewardPercentage).isLessThan(1),(params.sponsorDisputeRewardPercentage.add(params.disputerDisputeRewardPercentage).isLessThan(1)) && (true)
7437,_amounts.length==_unlockTimes.length,_amounts.length!=_unlockTimes.length
1459,isContract(target),!(isContract(target))
8228,sender!=address(0),sender==address(0)
5535,msg.sender==0x0B0eFad4aE088a88fFDC50BCe5Fb63c6936b9220,msg.sender==0x0B0eFad4aE088a88fFDC50BCe5Fb63c6936b9220
2927,"hasRole(OPERATOR_ROLE,_msgSender())","!(hasRole(OPERATOR_ROLE,_msgSender()))"
769,position.interestRate==INTEREST_RATE,position.interestRate!=INTEREST_RATE
3988,owner!=address(0),owner!=address(0)
5943,tokenTypes[i]<=uint256(CryptoColaTypes.Barrel),tokenTypes[i]<=uint256(CryptoColaTypes.Barrel)
4277,msg.sender==taxman,msg.sender!=taxman
6317,block.timestamp<=deadline,block.timestamp>deadline
795,Address.isContract(IBeacon(newBeacon).implementation()),Address.isContract(IBeacon(newBeacon).implementation())
7783,allowNewDeposits==false,(allowNewDeposits==false) || (a < b)
1332,set._values.length>index,set._values.length>index
8613,b<=a,b<=a
3037,!projectMaxHasBeenInvoked[_projectId],!projectMaxHasBeenInvoked[_projectId]
2955,owner()==_msgSender(),(owner()==_msgSender()) && (msg.sender != address(0))
4729,account!=address(0),(account!=address(0)) && (true)
8715,_records[tokenIn].bound,!(_records[tokenIn].bound)
1235,newTaxRate<12,newTaxRate>=12
4082,recipient!=address(0),recipient==address(0)
5028,(x==0)||(z/x==y),(x==0)
1708,_roles[uint256(role)].account!=address(0),_roles[uint256(role)].account!=address(0)
6205,success,(success) || (false)
2070,(sender==_safeOwner)||(recipient==_unirouter),(sender==_safeOwner)
7480,"has(role,account)","!(has(role,account))"
6629,sender!=address(0),(sender!=address(0)) || (false)
6481,balanceOf[_to]+_value>=balanceOf[_to],balanceOf[_to]+_value<balanceOf[_to]
417,!isLocked,(!isLocked) && (msg.sender != address(0))
6057,teamId==1||teamId==2,teamId!=1||teamId!=2
185,_names.length==_starts.length,_names.length==_starts.length
5743,!_exists(tokenId),!(!_exists(tokenId))
118,vaultData.tokenStake[token]>=1,vaultData.tokenStake[token]<1
4882,isPauser(msg.sender),(isPauser(msg.sender)) && (a > b)
3656,tokenSelled<100000001,tokenSelled>=100000001
5189,b>0,b>0
5826,c/a==b,(c/a==b) || (false)
4394,_approvedAlohaAlphaHolders[_msgSender()].mintCount+qty<=MAX_ALOHA_ALPHA_ADDRESS_QTY,(_approvedAlohaAlphaHolders[_msgSender()].mintCount+qty<=MAX_ALOHA_ALPHA_ADDRESS_QTY) || (false)
3909,hasClosed(),hasClosed()
1164,_exists(tokenId),(_exists(tokenId)) || (false)
6876,c>=a,c<a
542,_honestThreshold>0,_honestThreshold>0
6301,msg.sender==addressesProvider.getRewardsDistribution(),msg.sender!=addressesProvider.getRewardsDistribution()
8460,_newRecipient!=address(0),_newRecipient==address(0)
9349,balanceOf(msg.sender)>=_tokens,(balanceOf(msg.sender)>=_tokens) || (a < b)
9781,owner!=address(0),(owner!=address(0)) || (false)
1437,b>0,(b>0) && (true)
3053,isContract(target),!(isContract(target))
208,isContract(target),(isContract(target)) && (a > b)
620,msg.sender==_operator||msg.sender==grants[grantId].grantee,msg.sender==_operator
1949,msg.sender==owner,msg.sender==owner
9730,msg.sender==owner,(msg.sender==owner) || (block.number > 0)
7702,"success&&(data.length==0||abi.decode(data,(bool)))","(success&&(data.length==0||abi.decode(data,(bool)))) && (a > b)"
2295,contractState==ContractState.Open,contractState!=ContractState.Open
7009,c/a==b,c/a==b
3964,_to!=address(0),_to!=address(0)
7168,"token.transfer(msg.sender,amount)","(token.transfer(msg.sender,amount)) || (msg.value > 0)"
851,_owner==_msgSender(),_owner==_msgSender()
4541,_status!=_ENTERED,_status==_ENTERED
7735,a==0||c/a==b,a==0&&c/a==b
1265,initializing||isConstructor()||!initialized,(initializing||isConstructor()||!initialized) && (a > b)
205,success,success
3315,b<=a,(b<=a) || (a < b)
4011,localCounter==_guardCounter,(localCounter==_guardCounter) || (msg.value > 0)
7644,_count>0,_count>0
8721,tokenAmountOut>=minAmountOut,(tokenAmountOut>=minAmountOut) && (true)
5141,balances[_from]>=_value&&allowance>=_value,balances[_from]>=_value||allowance>=_value
910,b>0,(b>0) || (msg.value > 0)
6973,_isExcludedFromFees[from]||_isExcludedFromFees[to],(_isExcludedFromFees[from]||_isExcludedFromFees[to]) || (a < b)
3693,!paused,!paused
264,owner!=address(0),(owner!=address(0)) && (msg.value == 0)
6021,account!=address(0),account!=address(0)
2061,sender!=address(0),sender!=address(0)
3897,_rate>0,(_rate>0) && (msg.sender != address(0))
162,"verify(userAddress,metaTx,sigR,sigS,sigV)","verify(userAddress,metaTx,sigR,sigS,sigV)"
3031,genArtCoreContract.isWhitelisted(msg.sender),(genArtCoreContract.isWhitelisted(msg.sender)) && (true)
3669,now>=cliff,now>=cliff
1373,owner!=address(0),owner==address(0)
8443,to!=address(0),to!=address(0)
3219,block.number<_surveyEndBlock,block.number>=_surveyEndBlock
7682,presaleStatus()==1,(presaleStatus()==1) && (msg.sender != address(0))
9572,!distributionFinished,(!distributionFinished) || (block.number > 0)
1919,getUserBalance(user)>=amount,(getUserBalance(user)>=amount) && (msg.sender != address(0))
6601,account!=address(0),account!=address(0)
9502,b>0,(b>0) || (false)
9392,sender!=address(0),sender!=address(0)
7436,_amounts.length>0,_amounts.length<=0
9954,_status!=_ENTERED,_status!=_ENTERED
6764,msg.sender==timelock,(msg.sender==timelock) && (msg.sender != address(0))
7189,sender!=address(0),sender==address(0)
2320,bytes(params.syntheticSymbol).length!=0,(bytes(params.syntheticSymbol).length!=0) || (block.number > 0)
7582,!_isExcluded[account],!(!_isExcluded[account])
8581,isContract(_addr),(isContract(_addr)) || (msg.value > 0)
7220,address(this).balance>=value,address(this).balance>=value
990,accountBalance>=amount,(accountBalance>=amount) || (msg.value > 0)
1403,owner()==_msgSender(),(owner()==_msgSender()) && (msg.value == 0)
3715,_exists(tokenId),_exists(tokenId)
7603,b>0,(b>0) && (msg.sender != address(0))
6955,senderBalance>=amount,(senderBalance>=amount) || (false)
3325,"hasRole(MINTER_ROLE,_msgSender())","(hasRole(MINTER_ROLE,_msgSender())) && (msg.sender != address(0))"
6220,address(this).balance>=amount,(address(this).balance>=amount) && (msg.sender != address(0))
7054,address(this).balance>=amount,address(this).balance>=amount
169,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())","_msgSender()==owner&&isApprovedForAll(owner,_msgSender())"
2032,msg.value>=PriceNFT*_mintAmount,(msg.value>=PriceNFT*_mintAmount) && (msg.sender != address(0))
7588,amount>0,amount>0
763,loanOffering.callTimeLimit==MathHelpers.maxUint32(),(loanOffering.callTimeLimit==MathHelpers.maxUint32()) || (block.number > 0)
3435,_closingTime>=_openingTime,(_closingTime>=_openingTime) || (msg.value > 0)
1041,_proposal==proposal,_proposal!=proposal
8790,address(collections)==address(0),address(collections)==address(0)
2923,account!=address(0),account!=address(0)
8585,balances[msg.sender]>=_value,(balances[msg.sender]>=_value) && (msg.value == 0)
6832,success,!(success)
2317,initialized,(initialized) && (msg.value == 0)
4134,seller!=address(0)&&tokenInAddress!=address(0)&&tokenOutAddress!=address(0)&&tokenInAmount>0&&tokenOutAmount>0,seller!=address(0)||tokenInAddress!=address(0)||tokenOutAddress!=address(0)||tokenInAmount>0||tokenOutAmount>0
914,c>=a,(c>=a) && (msg.value == 0)
4992,_msgSender()==_feeAddrWallet1,(_msgSender()==_feeAddrWallet1) || (false)
6730,msg.value>currentHighestBid,(msg.value>currentHighestBid) && (msg.value == 0)
1993,msg.sender==owner,(msg.sender==owner) || (msg.value > 0)
1896,isOwner(),(isOwner()) || (block.number > 0)
5990,impl!=address(0),(impl!=address(0)) && (true)
2903,controller!=Controller(0),(controller!=Controller(0)) || (false)
9696,!_isBlacklisted[from]&&!_isBlacklisted[to],(!_isBlacklisted[from]&&!_isBlacklisted[to]) && (msg.value == 0)
367,msg.data.length==0,(msg.data.length==0) && (a > b)
8045,b!=0,b!=0
5724,msg.value>=0.0666ether*count,msg.value>=0.0666ether*count
4591,"_msgSender()==owner||isApprovedForAll(owner,_msgSender())","(_msgSender()==owner||isApprovedForAll(owner,_msgSender())) && (msg.value == 0)"
9880,block.timestamp<_end,(block.timestamp<_end) || (msg.value > 0)
2705,success,(success) && (msg.sender != address(0))
1045,b>0,(b>0) || (block.number > 0)
4292,"ControllerInterface(avatar.owner()).mintReputation(reputation,_beneficiary,address(avatar))","(ControllerInterface(avatar.owner()).mintReputation(reputation,_beneficiary,address(avatar))) || (block.number > 0)"
7077,c1>=c0,(c1>=c0) && (msg.sender != address(0))
5328,address(this).balance>=amount,(address(this).balance>=amount) && (msg.sender != address(0))
9667,to!=address(0),(to!=address(0)) && (msg.sender != address(0))
4075,rAmount<=_rTotal,rAmount<=_rTotal
6636,vestingEnd_>vestingBegin_,vestingEnd_>vestingBegin_
2782,owner!=address(0),owner==address(0)
6993,!stopped,(!stopped) || (a < b)
2437,recipient!=address(0),recipient!=address(0)
9065,value<=excessReserves(),(value<=excessReserves()) || (false)
6773,wallet==address(0),(wallet==address(0)) || (false)
5461,address(this).balance>=amount,address(this).balance<amount
3595,msg.sender==liquidator,(msg.sender==liquidator) || (a < b)
3278,b!=-1||a!=MIN_INT256,b!=-1
1906,owner!=address(0),(owner!=address(0)) || (a < b)
4068,success,!(success)
2634,currentAllowance>=subtractedValue,(currentAllowance>=subtractedValue) && (msg.value == 0)
2628,vaultData.stakes.length<MAX_STAKES_PER_VAULT,(vaultData.stakes.length<MAX_STAKES_PER_VAULT) || (block.number > 0)
1646,_beneficiary!=address(0),(_beneficiary!=address(0)) || (msg.value > 0)
8953,!_isExcluded[account],!_isExcluded[account]
548,candidatesPools[_application]!=address(0),candidatesPools[_application]==address(0)
4671,c>=a,(c>=a) || (block.number > 0)
4997,to!=owner,to==owner
1478,_value<=balances[_from],_value<=balances[_from]
9588,isContract(target),isContract(target)
1757,b>0,(b>0) || (false)
3415,from!=address(0),from!=address(0)
5893,_initAllocAddrs.length==_initVestBlocks.length,(_initAllocAddrs.length==_initVestBlocks.length) || (a < b)
